id y
cali1 1.24568894160238
cali2 0.427684921411423
cali3 0.416507712294288
cali4 -0.265467338306135
cali5 0.664689252138777
cali6 0.192039940295769
cali7 -0.661890914362459
cali8 -0.768964096419991
cali9 0.939358411018789
cali10 2.01708678999103
cali11 -0.306842180552267
cali12 -0.986584691493511
cali13 -0.329254888427036
cali14 -0.70370024475507
cali15 0.892580326937144
cali16 -0.236983773536961
cali17 0.5350907139512
cali18 0.928978757595833
cali19 0.604436541970558
cali20 -1.1812514396842
cali21 0.0409130240229441
cali22 0.430774489384046
cali23 -0.271873802231327
cali24 0.48916646837562
cali25 1.60403847496176
cali26 0.183379862982893
cali27 1.44508976215625
cali28 2.22081880003859
cali29 -0.664054390754797
cali30 0.331191955322999
cali31 0.458445426624227
cali32 -1.61125034346117
cali33 -0.414576459319186
cali34 -2.14315636436037
cali35 -0.16136427692896
cali36 -0.273900728486302
cali37 0.431271956800921
cali38 1.11300739184261
cali39 0.911764293028794
cali40 -0.625392030749358
cali41 0.363693735480288
cali42 0.418745041485003
cali43 0.627675008521325
cali44 0.297570758207234
cali45 -0.360365012890544
cali46 0.327458865997061
cali47 1.19229494965392
cali48 -0.632932360705875
cali49 0.292638915835041
cali50 -1.00423499617711
cali51 -0.678961979990652
cali52 -0.515730262079814
cali53 -1.23134729970426
cali54 0.923003745826499
cali55 0.0275420644988269
cali56 2.43440136736853
cali57 0.83215669350009
cali58 0.501118665653041
cali59 1.14415056899989
cali60 0.112150031837532
cali61 -0.564752345499424
cali62 -0.557421595053852
cali63 -0.932000268729031
cali64 -0.292092992079879
cali65 -0.399853546039448
cali66 -1.78604161486656
cali67 NA
cali68 2.61905300761239
cali69 0.74842855901674
cali70 -1.53816297992963
cali71 1.51545569791168
cali72 1.17409345687351
cali73 0.437388078205184
cali74 1.67167880294479
cali75 -0.0447594711210972
cali76 -0.143287007303559
cali77 1.39296577259433
cali78 -0.734902868804064
cali79 -1.56285024151613
cali80 0.449430660413338
cali81 -0.665742147155451
cali82 NA
cali83 -0.808024135034399
cali84 1.18695963301011
cali85 1.43201743871703
cali86 0.907702810692247
cali87 0.46832242107764
cali88 0.411166325011416
cali89 1.04217616968386
cali90 0.901916053233773
cali91 1.18025715607229
cali92 0.576472738705306
cali93 0.952076468221281
cali94 0.11489466801426
cali95 0.718970154469994
cali96 -1.60946498729231
cali97 0.373367772480658
cali98 -1.11146681618306
cali99 -0.576126896493943
cali100 -1.23268806478964
cali101 -0.379401800549179
cali102 -1.88798019987078
cali103 -0.259042901744807
cali104 -0.529128644439629
cali105 0.823736073591914
cali106 0.982541981415666
cali107 -0.206496308988876
cali108 0.223383644601267
cali109 0.0982919233351723
cali110 -0.029391040798982
cali111 0.540983054680696
cali112 0.355769445220897
cali113 -0.506376192521802
cali114 0.564907777408511
cali115 -0.302407636978069
cali116 0.267700396298434
cali117 -0.883836992727294
cali118 1.5339876413827
cali119 0.57548480083191
cali120 -0.485875418604784
cali121 -1.31919938261598
cali122 -0.328886764703129
cali123 -1.51094136707472
cali124 -0.784505023249673
cali125 -0.887284830002652
cali126 -0.379251906459145
cali127 0.451769723005846
cali128 -0.741662527201622
cali129 1.08115452481644
cali130 -0.617895533505765
cali131 -0.899718509065502
cali132 0.245312838940257
cali133 1.49429161748196
cali134 1.13561648720861
cali135 0.212092487925832
cali136 0.914547427757036
cali137 0.00960744115747934
cali138 1.31090331989096
cali139 0.714614783654123
cali140 -1.1815177137258
cali141 -0.194043723108433
cali142 -0.787839503460118
cali143 -0.350402589905677
cali144 0.343824698337389
cali145 -0.215439098668216
cali146 0.754709670194264
cali147 -1.39320503122337
cali148 1.27333010029736
cali149 0.966785140388383
cali150 0.532766309930431
cali151 0.95744522647393
cali152 0.244048037291933
cali153 1.05129522164527
cali154 -1.00028194212563
cali155 -1.70425829988383
cali156 -2.60969584447516
cali157 -1.35899677114857
cali158 1.23404598404514
cali159 -0.399747779956805
cali160 0.0784836838248648
cali161 1.49672423322273
cali162 -1.06483266902275
cali163 0.742149279991514
cali164 -0.069447991625912
cali165 0.49788710871973
cali166 -0.821271097181994
cali167 -1.54289251724955
cali168 0.670790641484756
cali169 0.475533729946217
cali170 1.12794135001754
cali171 0.747736581018178
cali172 0.772258431204147
cali173 -1.62742356771979
cali174 0.429152720092192
cali175 0.921669770715042
cali176 -0.329416876998978
