id y
train1 -1.2709917733104
train2 -1.38803382719725
train3 -1.07193126153838
train4 -0.0751825298521078
train5 1.90560370465264
train6 -1.23589946119516
train7 -0.714576252144282
train8 0.614779154838674
train9 -1.3335395922125
train10 0.0809927821210182
train11 0.908368542064629
train12 -1.23088602963666
train13 1.04188316015733
train14 1.95227061789933
train15 0.617668431123423
train16 -0.640971435911181
train17 -0.531085140872945
train18 0.508689051380338
train19 -0.53235171566502
train20 -0.0183908429358861
train21 0.315770240037499
train22 -0.41805176941992
train23 -0.3353630810161
train24 0.0349868860205995
train25 1.54550456352704
train26 0.499306008357879
train27 1.04085365224679
train28 -1.56017303065233
train29 1.98946376552979
train30 0.306370709711454
train31 0.85436171455967
train32 0.283975638409637
train33 -1.41930816453432
train34 1.38979815888042
train35 -1.93111055483639
train36 0.863771647531947
train37 -0.546238348624328
train38 -0.288393487576561
train39 -0.141445738498383
train40 -0.139061862892739
train41 -0.0973871088801502
train42 -1.15964540924519
train43 -0.102414668157678
train44 -1.87356736625254
train45 2.81073215087291
train46 0.690008930505675
train47 0.78195331846673
train48 0.363879835308113
train49 -0.322132383855545
train50 0.547759381961999
train51 0.425917836209112
train52 1.57909035208406
train53 0.574155163845542
train54 0.113879467392442
train55 -1.33744915441249
train56 0.187928055822938
train57 0.315701764127973
train58 1.01137779491369
train59 0.359753243532712
train60 1.24180157208503
train61 0.937927536574411
train62 -0.366215319879096
train63 -0.757773318739676
train64 0.814719924225094
train65 2.06379365245625
train66 1.96823642464533
train67 0.208204611341256
train68 -0.460086422102253
train69 -0.410894407379081
train70 1.24126201688606
train71 -0.524694866632316
train72 -1.85284854313474
train73 -0.819539365586027
train74 1.2656513145544
train75 0.205976941760056
train76 -1.15684910508662
train77 -0.0695543666023819
train78 -0.155192232839773
train79 0.644505369206481
train80 -0.59864443403574
train81 -0.794853178563575
train82 0.0667139154772791
train83 0.337361938718532
train84 -1.0119735041883
train85 -0.579302950102712
train86 0.462625981224584
train87 -2.42504704266949
train88 -0.85744771787018
train89 -1.96050337459857
train90 -0.780160677358971
train91 -1.21810765056047
train92 -0.500187469672615
train93 1.65264840921706
train94 -1.63741502894853
train95 -0.65560146613114
train96 -0.56276487189311
train97 3.0598258150092
train98 -0.219663738951114
train99 0.0961081062402097
train100 0.144409499074007
train101 -1.12203574625291
train102 0.355727617284819
train103 0.339450145880032
train104 -0.964581975076739
train105 1.00685187230739
train106 0.51457055041874
train107 0.0462120834154045
train108 -0.891736626029135
train109 -0.531820063259026
train110 0.408286762787848
train111 -0.90468765352233
train112 -0.256508949457713
train113 -0.535815830249699
train114 -0.549472149481557
train115 -0.230094841055877
train116 0.632024656184603
train117 -0.460746463117474
train118 -1.55972337355176
train119 1.27534658715829
train120 -0.322089606927706
train121 0.365221814898074
train122 -0.191015138125456
